category,name,baseType,itemType,variant,detailsId,levelRequired,links,corrupted,mapTier,gemLevel,gemQuality,chaosEquivalent,Tier,Override,SetFontSize,PlayAlertSound,SetBackgroundColor,PlayEffect,MinimapIcon
base,Soldier Boots,Soldier Boots,Boots,'Shaper,soldier-boots-86-shaper,86,,,,,,8.26,,,,,,,
base,Bronze Gauntlets,Bronze Gauntlets,Gloves,'Elder,bronze-gauntlets-83-elder,83,,,,,,8.26,,,,,,,
base,Mahogany Tower Shield,Mahogany Tower Shield,Shield,'Elder,mahogany-tower-shield-83-elder,83,,,,,,8.26,,,,,,,
base,Layered Kite Shield,Layered Kite Shield,Shield,'Shaper,layered-kite-shield-85-shaper,85,,,,,,8.26,,,,,,,
base,Plated Maul,Plated Maul,Two Handed Mace,,plated-maul-84,84,,,,,,8.26,,,,,,,
base,Plated Gauntlets,Plated Gauntlets,Gloves,,plated-gauntlets-82,82,,,,,,8.26,,,,,,,
base,Zealot Gloves,Zealot Gloves,Gloves,'Crusader,zealot-gloves-84-crusader,84,,,,,,8.26,,,,,,,
base,Vaal Blade,Vaal Blade,One Handed Sword,'Hunter,vaal-blade-85-hunter,85,,,,,,8.26,,,,,,,
base,Steel Gauntlets,Steel Gauntlets,Gloves,'Redeemer,steel-gauntlets-85-redeemer,85,,,,,,8.26,,,,,,,
base,Blue Pearl Amulet,Blue Pearl Amulet,Amulet,'Redeemer,blue-pearl-amulet-82-redeemer,82,,,,,,8.26,,,,,,,
base,Shadow Sceptre,Shadow Sceptre,One Handed Mace,'Crusader,shadow-sceptre-82-crusader,82,,,,,,8.26,,,,,,,
base,Harpy Rapier,Harpy Rapier,One Handed Sword,'Crusader,harpy-rapier-86-crusader,86,,,,,,8.26,,,,,,,
base,Ceremonial Axe,Ceremonial Axe,One Handed Axe,'Crusader,ceremonial-axe-86-crusader,86,,,,,,8.25,,,,,,,
base,Embroidered Gloves,Embroidered Gloves,Gloves,'Elder,embroidered-gloves-86-elder,86,,,,,,8.24,,,,,,,
base,Reaver Axe,Reaver Axe,One Handed Axe,,reaver-axe-85,85,,,,,,8.24,,,,,,,
base,Crusader Helmet,Crusader Helmet,Helmet,'Hunter,crusader-helmet-84-hunter,84,,,,,,8.24,,,,,,,
base,Visored Sallet,Visored Sallet,Helmet,'Redeemer,visored-sallet-83-redeemer,83,,,,,,8.24,,,,,,,
base,Infernal Axe,Infernal Axe,One Handed Axe,'Warlord,infernal-axe-86-warlord,86,,,,,,8.24,,,,,,,
base,Opal Sceptre,Opal Sceptre,One Handed Mace,'Hunter,opal-sceptre-86-hunter,86,,,,,,8.24,,,,,,,
base,Exhausting Spirit Shield,Exhausting Spirit Shield,Shield,,exhausting-spirit-shield-84,84,,,,,,8.24,,,,,,,
base,Crested Tower Shield,Crested Tower Shield,Shield,,crested-tower-shield-82,82,,,,,,8.23,,,,,,,
base,Steel Gauntlets,Steel Gauntlets,Gloves,'Crusader,steel-gauntlets-82-crusader,82,,,,,,8.23,,,,,,,
base,Antique Greaves,Antique Greaves,Boots,'Redeemer,antique-greaves-85-redeemer,85,,,,,,8.23,,,,,,,
base,Ezomyte Axe,Ezomyte Axe,Two Handed Axe,'Crusader,ezomyte-axe-85-crusader,85,,,,,,8.23,,,,,,,
base,Desert Brigandine,Desert Brigandine,Body Armour,'Warlord,desert-brigandine-85-warlord,85,,,,,,8.23,,,,,,,
base,Carnal Armour,Carnal Armour,Body Armour,'Warlord,carnal-armour-86-warlord,86,,,,,,8.23,,,,,,,
base,Bronze Gauntlets,Bronze Gauntlets,Gloves,'Shaper,bronze-gauntlets-83-shaper,83,,,,,,8.22,,,,,,,
base,Sovereign Spiked Shield,Sovereign Spiked Shield,Shield,,sovereign-spiked-shield-86,86,,,,,,8.22,,,,,,,
base,Bone Spirit Shield,Bone Spirit Shield,Shield,'Elder,bone-spirit-shield-85-elder,85,,,,,,8.22,,,,,,,
base,Redwood Spiked Shield,Redwood Spiked Shield,Shield,'Crusader,redwood-spiked-shield-84-crusader,84,,,,,,8.22,,,,,,,
base,Royal Bow,Royal Bow,Bow,'Crusader,royal-bow-84-crusader,84,,,,,,8.22,,,,,,,
base,Woodful Staff,Woodful Staff,Staff,'Warlord,woodful-staff-84-warlord,84,,,,,,8.22,,,,,,,
base,Sovereign Spiked Shield,Sovereign Spiked Shield,Shield,'Hunter,sovereign-spiked-shield-86-hunter,86,,,,,,8.22,,,,,,,
base,Flaying Knife,Flaying Knife,Dagger,'Hunter,flaying-knife-84-hunter,84,,,,,,8.22,,,,,,,
base,Goathide Gloves,Goathide Gloves,Gloves,'Crusader,goathide-gloves-83-crusader,83,,,,,,8.22,,,,,,,
base,Bone Circlet,Bone Circlet,Helmet,'Crusader,bone-circlet-82-crusader,82,,,,,,8.22,,,,,,,
base,Zealot Helmet,Zealot Helmet,Helmet,'Crusader,zealot-helmet-86-crusader,86,,,,,,8.22,,,,,,,
base,Satin Gloves,Satin Gloves,Gloves,'Shaper,satin-gloves-86-shaper,86,,,,,,8.21,,,,,,,
base,Poignard,Poignard,Dagger,'Redeemer,poignard-85-redeemer,85,,,,,,8.21,,,,,,,
base,Silken Wrap,Silken Wrap,Body Armour,'Crusader,silken-wrap-82-crusader,82,,,,,,8.21,,,,,,,
base,Dusk Blade,Dusk Blade,One Handed Sword,'Elder,dusk-blade-86-elder,86,,,,,,8.2,,,,,,,
base,Jagged Foil,Jagged Foil,One Handed Sword,'Shaper,jagged-foil-84-shaper,84,,,,,,8.2,,,,,,,
base,Plague Mask,Plague Mask,Helmet,'Elder,plague-mask-83-elder,83,,,,,,8.2,,,,,,,
base,Timber Axe,Timber Axe,Two Handed Axe,'Shaper,timber-axe-82-shaper,82,,,,,,8.2,,,,,,,
base,Crusader Chainmail,Crusader Chainmail,Body Armour,'Hunter,crusader-chainmail-85-hunter,85,,,,,,8.2,,,,,,,
base,Ezomyte Axe,Ezomyte Axe,Two Handed Axe,'Warlord,ezomyte-axe-85-warlord,85,,,,,,8.2,,,,,,,
base,Full Wyrmscale,Full Wyrmscale,Body Armour,'Warlord,full-wyrmscale-85-warlord,85,,,,,,8.2,,,,,,,
base,Full Scale Armour,Full Scale Armour,Body Armour,'Hunter,full-scale-armour-83-hunter,83,,,,,,8.2,,,,,,,
base,Steel Kite Shield,Steel Kite Shield,Shield,'Redeemer,steel-kite-shield-86-redeemer,86,,,,,,8.2,,,,,,,
base,Reaver Axe,Reaver Axe,One Handed Axe,'Redeemer,reaver-axe-86-redeemer,86,,,,,,8.2,,,,,,,
base,Slink Boots,Slink Boots,Boots,'Hunter,slink-boots-86-hunter,86,,,,,,8.19,,,,,,,
base,Painted Tower Shield,Painted Tower Shield,Shield,'Shaper,painted-tower-shield-86-shaper,86,,,,,,8.18,,,,,,,
base,Convoking Wand,Convoking Wand,Wand,'Hunter,convoking-wand-82-hunter,82,,,,,,8.18,,,,,,,
base,Crystal Wand,Crystal Wand,Wand,'Warlord,crystal-wand-85-warlord,85,,,,,,8.18,,,,,,,
base,Plated Greaves,Plated Greaves,Boots,'Shaper,plated-greaves-83-shaper,83,,,,,,8.17,,,,,,,
base,Pig-Faced Bascinet,Pig-Faced Bascinet,Helmet,'Redeemer,pig-faced-bascinet-85-redeemer,85,,,,,,8.17,,,,,,,
base,Reaver Axe,Reaver Axe,One Handed Axe,'Crusader,reaver-axe-85-crusader,85,,,,,,8.17,,,,,,,
base,Baroque Round Shield,Baroque Round Shield,Shield,'Crusader,baroque-round-shield-86-crusader,86,,,,,,8.17,,,,,,,
base,Deicide Mask,Deicide Mask,Helmet,'Warlord,deicide-mask-86-warlord,86,,,,,,8.17,,,,,,,
base,Steelscale Gauntlets,Steelscale Gauntlets,Gloves,'Shaper,steelscale-gauntlets-85-shaper,85,,,,,,8.16,,,,,,,
base,Elegant Round Shield,Elegant Round Shield,Shield,'Elder,elegant-round-shield-84-elder,84,,,,,,8.16,,,,,,,
base,Ivory Spirit Shield,Ivory Spirit Shield,Shield,'Redeemer,ivory-spirit-shield-85-redeemer,85,,,,,,8.16,,,,,,,
base,Ivory Spirit Shield,Ivory Spirit Shield,Shield,'Crusader,ivory-spirit-shield-86-crusader,86,,,,,,8.16,,,,,,,
base,Dragonscale Gauntlets,Dragonscale Gauntlets,Gloves,'Shaper,dragonscale-gauntlets-86-shaper,86,,,,,,8.15,,,,,,,
base,Crimson Raiment,Crimson Raiment,Body Armour,'Hunter,crimson-raiment-86-hunter,86,,,,,,8.14,,,,,,,
base,Bronzescale Boots,Bronzescale Boots,Boots,'Elder,bronzescale-boots-85-elder,85,,,,,,8.13,,,,,,,
base,Lunaris Circlet,Lunaris Circlet,Helmet,'Hunter,lunaris-circlet-85-hunter,85,,,,,,8.13,,,,,,,
base,Exquisite Leather,Exquisite Leather,Body Armour,,exquisite-leather-82,82,,,,,,8.12,,,,,,,
base,Lithe Blade,Lithe Blade,Two Handed Sword,'Elder,lithe-blade-85-elder,85,,,,,,8.12,,,,,,,
base,Barbute Helmet,Barbute Helmet,Helmet,'Elder,barbute-helmet-83-elder,83,,,,,,8.12,,,,,,,
base,Jagged Foil,Jagged Foil,One Handed Sword,,jagged-foil-84,84,,,,,,8.12,,,,,,,
base,Coiled Staff,Coiled Staff,Staff,'Elder,coiled-staff-84-elder,84,,,,,,8.12,,,,,,,
base,Spectral Axe,Spectral Axe,One Handed Axe,,spectral-axe-82,82,,,,,,8.11,,,,,,,
base,Dragonscale Gauntlets,Dragonscale Gauntlets,Gloves,'Warlord,dragonscale-gauntlets-85-warlord,85,,,,,,8.11,,,,,,,
base,Graceful Sword,Graceful Sword,One Handed Sword,'Warlord,graceful-sword-85-warlord,85,,,,,,8.11,,,,,,,
base,Harbinger Bow,Harbinger Bow,Bow,'Warlord,harbinger-bow-86-warlord,86,,,,,,8.11,,,,,,,
base,Fugitive Boots,Fugitive Boots,Boots,,fugitive-boots-86,86,,,,,,8.11,,,,,,,
base,Profane Wand,Profane Wand,Wand,'Shaper,profane-wand-86-shaper,86,,,,,,8.1,,,,,,,
base,Vaal Axe,Vaal Axe,Two Handed Axe,'Elder,vaal-axe-86-elder,86,,,,,,8.1,,,,,,,
base,Judgement Staff,Judgement Staff,Staff,'Elder,judgement-staff-86-elder,86,,,,,,8.1,,,,,,,
base,Splendid Round Shield,Splendid Round Shield,Shield,'Shaper,splendid-round-shield-86-shaper,86,,,,,,8.1,,,,,,,
base,Spiny Round Shield,Spiny Round Shield,Shield,'Shaper,spiny-round-shield-84-shaper,84,,,,,,8.1,,,,,,,
base,Quartz Wand,Quartz Wand,Wand,,quartz-wand-84,84,,,,,,8.1,,,,,,,
base,Lead Sceptre,Lead Sceptre,One Handed Mace,,lead-sceptre-85,85,,,,,,8.1,,,,,,,
base,Steelscale Gauntlets,Steelscale Gauntlets,Gloves,,steelscale-gauntlets-86,86,,,,,,8.1,,,,,,,
base,Strapped Mitts,Strapped Mitts,Gloves,,strapped-mitts-85,85,,,,,,8.1,,,,,,,
base,Antique Gauntlets,Antique Gauntlets,Gloves,'Warlord,antique-gauntlets-82-warlord,82,,,,,,8.1,,,,,,,
base,Thief's Garb,Thief's Garb,Body Armour,'Warlord,thiefs-garb-84-warlord,84,,,,,,8.1,,,,,,,
base,Sun Plate,Sun Plate,Body Armour,'Hunter,sun-plate-85-hunter,85,,,,,,8.1,,,,,,,
base,Antique Rapier,Antique Rapier,One Handed Sword,'Redeemer,antique-rapier-83-redeemer,83,,,,,,8.1,,,,,,,
base,Sundering Axe,Sundering Axe,Two Handed Axe,'Crusader,sundering-axe-85-crusader,85,,,,,,8.1,,,,,,,
base,Spine Bow,Spine Bow,Bow,'Shaper,spine-bow-84-shaper,84,,,,,,8.09,,,,,,,
base,Apex Rapier,Apex Rapier,One Handed Sword,'Elder,apex-rapier-86-elder,86,,,,,,8.09,,,,,,,
base,Battle Buckler,Battle Buckler,Shield,'Redeemer,battle-buckler-86-redeemer,86,,,,,,8.09,,,,,,,
base,Imperial Buckler,Imperial Buckler,Shield,'Shaper,imperial-buckler-85-shaper,85,,,,,,8.08,,,,,,,
base,Festival Mask,Festival Mask,Helmet,'Elder,festival-mask-85-elder,85,,,,,,8.08,,,,,,,
base,Jingling Spirit Shield,Jingling Spirit Shield,Shield,'Crusader,jingling-spirit-shield-83-crusader,83,,,,,,8.08,,,,,,,
base,Apex Cleaver,Apex Cleaver,Two Handed Axe,,apex-cleaver-84,84,,,,,,8.08,,,,,,,
base,Champion Kite Shield,Champion Kite Shield,Shield,'Redeemer,champion-kite-shield-86-redeemer,86,,,,,,8.07,,,,,,,
base,Fickle Spiritblade,Fickle Spiritblade,One Handed Sword,,fickle-spiritblade-82,82,,,,,,8.07,,,,,,,
base,Seaglass Amulet,Seaglass Amulet,Amulet,'Shaper,seaglass-amulet-85-shaper,85,,,,,,8.07,,,,,,,
base,Reinforced Greaves,Reinforced Greaves,Boots,'Shaper,reinforced-greaves-86-shaper,86,,,,,,8.06,,,,,,,
base,Serpent Wand,Serpent Wand,Wand,'Hunter,serpent-wand-86-hunter,86,,,,,,8.06,,,,,,,
base,Nightmare Mace,Nightmare Mace,One Handed Mace,,nightmare-mace-83,83,,,,,,8.05,,,,,,,
base,Variscite Blade,Variscite Blade,One Handed Sword,'Shaper,variscite-blade-86-shaper,86,,,,,,8.04,,,,,,,
base,Ancient Spirit Shield,Ancient Spirit Shield,Shield,'Crusader,ancient-spirit-shield-86-crusader,86,,,,,,8.04,,,,,,,
base,Antique Gauntlets,Antique Gauntlets,Gloves,'Shaper,antique-gauntlets-85-shaper,85,,,,,,8.03,,,,,,,
base,Sniper Bow,Sniper Bow,Bow,'Shaper,sniper-bow-86-shaper,86,,,,,,8.03,,,,,,,
base,Thorium Spirit Shield,Thorium Spirit Shield,Shield,'Redeemer,thorium-spirit-shield-86-redeemer,86,,,,,,8.03,,,,,,,
base,Flaying Knife,Flaying Knife,Dagger,,flaying-knife-85,85,,,,,,8.02,,,,,,,
base,Cardinal Round Shield,Cardinal Round Shield,Shield,'Shaper,cardinal-round-shield-83-shaper,83,,,,,,8.02,,,,,,,
base,Ivory Bow,Ivory Bow,Bow,'Elder,ivory-bow-86-elder,86,,,,,,8.02,,,,,,,
base,Eelskin Tunic,Eelskin Tunic,Body Armour,,eelskin-tunic-85,85,,,,,,8.02,,,,,,,
base,Tribal Circlet,Tribal Circlet,Helmet,'Elder,tribal-circlet-84-elder,84,,,,,,8.02,,,,,,,
base,Compound Bow,Compound Bow,Bow,,compound-bow-85,85,,,,,,8.02,,,,,,,
base,Serrated Foil,Serrated Foil,One Handed Sword,'Hunter,serrated-foil-84-hunter,84,,,,,,8.02,,,,,,,
base,Mesh Boots,Mesh Boots,Boots,'Hunter,mesh-boots-82-hunter,82,,,,,,8.02,,,,,,,
base,Wrist Chopper,Wrist Chopper,One Handed Axe,'Warlord,wrist-chopper-86-warlord,86,,,,,,8.02,,,,,,,
base,Opal Wand,Opal Wand,Wand,'Warlord,opal-wand-86-warlord,86,,,,,,8.02,,,,,,,
base,Pressurised Dagger,Pressurised Dagger,Dagger,,pressurised-dagger-85,85,,,,,,8.02,,,,,,,
base,Girded Tower Shield,Girded Tower Shield,Shield,'Crusader,girded-tower-shield-86-crusader,86,,,,,,8.01,,,,,,,
base,Ezomyte Dagger,Ezomyte Dagger,Dagger,'Hunter,ezomyte-dagger-86-hunter,86,,,,,,8.01,,,,,,,
base,Arcanist Slippers,Arcanist Slippers,Boots,'Elder,arcanist-slippers-83-elder,83,,,,,,8.0,,,,,,,
base,Diamond Ring,Diamond Ring,Ring,'Shaper,diamond-ring-84-shaper,84,,,,,,8.0,,,,,,,
base,Two-Toned Boots,Two-Toned Boots,Boots,'Shaper,two-toned-boots-82-shaper,82,,,,,,8.0,,,,,,,
base,Cardinal Round Shield,Cardinal Round Shield,Shield,'Shaper,cardinal-round-shield-84-shaper,84,,,,,,8.0,,,,,,,
base,Runic Hatchet,Runic Hatchet,One Handed Axe,'Elder,runic-hatchet-85-elder,85,,,,,,8.0,,,,,,,
base,Amethyst Ring,Amethyst Ring,Ring,'Shaper,amethyst-ring-85-shaper,85,,,,,,8.0,,,,,,,
base,Lacewood Spirit Shield,Lacewood Spirit Shield,Shield,'Shaper,lacewood-spirit-shield-82-shaper,82,,,,,,8.0,,,,,,,
base,Jewelled Foil,Jewelled Foil,One Handed Sword,'Shaper,jewelled-foil-84-shaper,84,,,,,,8.0,,,,,,,
base,Slink Gloves,Slink Gloves,Gloves,'Shaper,slink-gloves-85-shaper,85,,,,,,8.0,,,,,,,
base,Silk Slippers,Silk Slippers,Boots,'Shaper,silk-slippers-85-shaper,85,,,,,,8.0,,,,,,,
base,Golden Kris,Golden Kris,Dagger,'Elder,golden-kris-86-elder,86,,,,,,8.0,,,,,,,
base,Burnished Foil,Burnished Foil,One Handed Sword,'Shaper,burnished-foil-82-shaper,82,,,,,,8.0,,,,,,,
base,Agate Amulet,Agate Amulet,Amulet,'Elder,agate-amulet-86-elder,86,,,,,,8.0,,,,,,,
base,Strapped Boots,Strapped Boots,Boots,'Shaper,strapped-boots-82-shaper,82,,,,,,8.0,,,,,,,
base,Sorcerer Boots,Sorcerer Boots,Boots,'Shaper,sorcerer-boots-85-shaper,85,,,,,,8.0,,,,,,,
base,Battle Buckler,Battle Buckler,Shield,'Shaper,battle-buckler-86-shaper,86,,,,,,8.0,,,,,,,
base,Ghastly Eye Jewel,Ghastly Eye Jewel,Jewel,,ghastly-eye-jewel-86,86,,,,,,8.0,,,,,,,
base,Imperial Bow,Imperial Bow,Bow,'Shaper,imperial-bow-86-shaper,86,,,,,,8.0,,,,,,,
base,Shagreen Tower Shield,Shagreen Tower Shield,Shield,'Shaper,shagreen-tower-shield-83-shaper,83,,,,,,8.0,,,,,,,
base,Battle Hammer,Battle Hammer,One Handed Mace,'Elder,battle-hammer-84-elder,84,,,,,,8.0,,,,,,,
base,Laminated Kite Shield,Laminated Kite Shield,Shield,'Shaper,laminated-kite-shield-85-shaper,85,,,,,,8.0,,,,,,,
base,Trisula,Trisula,Dagger,'Shaper,trisula-82-shaper,82,,,,,,8.0,,,,,,,
base,Mesh Gloves,Mesh Gloves,Gloves,'Elder,mesh-gloves-84-elder,84,,,,,,8.0,,,,,,,
base,Shagreen Tower Shield,Shagreen Tower Shield,Shield,'Shaper,shagreen-tower-shield-82-shaper,82,,,,,,8.0,,,,,,,
base,Girded Tower Shield,Girded Tower Shield,Shield,'Shaper,girded-tower-shield-85-shaper,85,,,,,,8.0,,,,,,,
base,Scholar Boots,Scholar Boots,Boots,'Elder,scholar-boots-85-elder,85,,,,,,8.0,,,,,,,
base,Field Lamellar,Field Lamellar,Body Armour,'Shaper,field-lamellar-86-shaper,86,,,,,,8.0,,,,,,,
base,Mosaic Kite Shield,Mosaic Kite Shield,Shield,'Shaper,mosaic-kite-shield-86-shaper,86,,,,,,8.0,,,,,,,
base,Wyrmscale Doublet,Wyrmscale Doublet,Body Armour,,wyrmscale-doublet-86,86,,,,,,8.0,,,,,,,
base,Sun Leather,Sun Leather,Body Armour,'Elder,sun-leather-82-elder,82,,,,,,8.0,,,,,,,
base,Timber Axe,Timber Axe,Two Handed Axe,'Shaper,timber-axe-84-shaper,84,,,,,,8.0,,,,,,,
base,Holy Chainmail,Holy Chainmail,Body Armour,'Shaper,holy-chainmail-84-shaper,84,,,,,,8.0,,,,,,,
base,Dusk Blade,Dusk Blade,One Handed Sword,'Shaper,dusk-blade-85-shaper,85,,,,,,8.0,,,,,,,
base,Vile Staff,Vile Staff,Staff,'Shaper,vile-staff-86-shaper,86,,,,,,8.0,,,,,,,
base,Full Ringmail,Full Ringmail,Body Armour,,full-ringmail-83,83,,,,,,8.0,,,,,,,
base,Ebony Tower Shield,Ebony Tower Shield,Shield,'Elder,ebony-tower-shield-86-elder,86,,,,,,8.0,,,,,,,
base,Vile Staff,Vile Staff,Staff,'Elder,vile-staff-86-elder,86,,,,,,8.0,,,,,,,
base,Carved Wand,Carved Wand,Wand,'Shaper,carved-wand-82-shaper,82,,,,,,8.0,,,,,,,
base,Tribal Circlet,Tribal Circlet,Helmet,'Elder,tribal-circlet-82-elder,82,,,,,,8.0,,,,,,,
base,Bronze Gauntlets,Bronze Gauntlets,Gloves,'Elder,bronze-gauntlets-86-elder,86,,,,,,8.0,,,,,,,
base,Full Leather,Full Leather,Body Armour,'Elder,full-leather-83-elder,83,,,,,,8.0,,,,,,,
base,Compound Bow,Compound Bow,Bow,,compound-bow-82,82,,,,,,8.0,,,,,,,
base,Battle Hammer,Battle Hammer,One Handed Mace,,battle-hammer-82,82,,,,,,8.0,,,,,,,
base,Elegant Sword,Elegant Sword,One Handed Sword,,elegant-sword-84,84,,,,,,8.0,,,,,,,
base,Strapped Boots,Strapped Boots,Boots,'Shaper,strapped-boots-86-shaper,86,,,,,,8.0,,,,,,,
base,Steel Greaves,Steel Greaves,Boots,,steel-greaves-84,84,,,,,,8.0,,,,,,,
base,Jagged Foil,Jagged Foil,One Handed Sword,,jagged-foil-83,83,,,,,,8.0,,,,,,,
base,Spine Bow,Spine Bow,Bow,,spine-bow-86,86,,,,,,8.0,,,,,,,
base,Rawhide Gloves,Rawhide Gloves,Gloves,'Elder,rawhide-gloves-83-elder,83,,,,,,8.0,,,,,,,
base,Hook Sword,Hook Sword,One Handed Sword,,hook-sword-83,83,,,,,,8.0,,,,,,,
base,Gilded Axe,Gilded Axe,Two Handed Axe,'Shaper,gilded-axe-85-shaper,85,,,,,,8.0,,,,,,,
base,Gnarled Branch,Gnarled Branch,Staff,'Elder,gnarled-branch-86-elder,86,,,,,,8.0,,,,,,,
base,Convoking Wand,Convoking Wand,Wand,,convoking-wand-85,85,,,,,,8.0,,,,,,,
base,Convoking Wand,Convoking Wand,Wand,'Shaper,convoking-wand-86-shaper,86,,,,,,8.0,,,,,,,
base,Cerulean Ring,Cerulean Ring,Ring,'Shaper,cerulean-ring-85-shaper,85,,,,,,8.0,,,,,,,
base,Cerulean Ring,Cerulean Ring,Ring,'Elder,cerulean-ring-85-elder,85,,,,,,8.0,,,,,,,
base,Lunaris Circlet,Lunaris Circlet,Helmet,'Warlord,lunaris-circlet-85-warlord,85,,,,,,8.0,,,,,,,
base,Unset Ring,Unset Ring,Ring,'Redeemer,unset-ring-83-redeemer,83,,,,,,8.0,,,,,,,
base,Etched Kite Shield,Etched Kite Shield,Shield,'Warlord,etched-kite-shield-84-warlord,84,,,,,,8.0,,,,,,,
base,Vaal Hatchet,Vaal Hatchet,One Handed Axe,'Warlord,vaal-hatchet-84-warlord,84,,,,,,8.0,,,,,,,
base,Gladiator Plate,Gladiator Plate,Body Armour,'Warlord,gladiator-plate-85-warlord,85,,,,,,8.0,,,,,,,
base,Compound Bow,Compound Bow,Bow,'Crusader,compound-bow-85-crusader,85,,,,,,8.0,,,,,,,
base,Eelskin Tunic,Eelskin Tunic,Body Armour,'Crusader,eelskin-tunic-84-crusader,84,,,,,,8.0,,,,,,,
base,Titanium Spirit Shield,Titanium Spirit Shield,Shield,'Redeemer,titanium-spirit-shield-83-redeemer,83,,,,,,8.0,,,,,,,
base,Trapper Boots,Trapper Boots,Boots,'Redeemer,trapper-boots-82-redeemer,82,,,,,,8.0,,,,,,,
base,Astral Plate,Astral Plate,Body Armour,'Warlord,astral-plate-84-warlord,84,,,,,,8.0,,,,,,,
base,Crystal Belt,Crystal Belt,Belt,'Redeemer,crystal-belt-83-redeemer,83,,,,,,8.0,,,,,,,
base,Ancient Spirit Shield,Ancient Spirit Shield,Shield,'Warlord,ancient-spirit-shield-85-warlord,85,,,,,,8.0,,,,,,,
base,Broad Axe,Broad Axe,One Handed Axe,'Redeemer,broad-axe-84-redeemer,84,,,,,,8.0,,,,,,,
base,Soldier's Brigandine,Soldier's Brigandine,Body Armour,'Redeemer,soldiers-brigandine-82-redeemer,82,,,,,,8.0,,,,,,,
base,Stag Sceptre,Stag Sceptre,One Handed Mace,'Hunter,stag-sceptre-84-hunter,84,,,,,,8.0,,,,,,,
base,Titanium Spirit Shield,Titanium Spirit Shield,Shield,'Crusader,titanium-spirit-shield-83-crusader,83,,,,,,8.0,,,,,,,
base,Silk Slippers,Silk Slippers,Boots,'Hunter,silk-slippers-82-hunter,82,,,,,,8.0,,,,,,,
base,Stealth Gloves,Stealth Gloves,Gloves,'Hunter,stealth-gloves-83-hunter,83,,,,,,8.0,,,,,,,
base,Shadow Sceptre,Shadow Sceptre,One Handed Mace,'Warlord,shadow-sceptre-83-warlord,83,,,,,,8.0,,,,,,,
base,Zealot Gloves,Zealot Gloves,Gloves,'Hunter,zealot-gloves-85-hunter,85,,,,,,8.0,,,,,,,
base,Studded Round Shield,Studded Round Shield,Shield,'Redeemer,studded-round-shield-83-redeemer,83,,,,,,8.0,,,,,,,
base,Sekhem,Sekhem,One Handed Mace,'Hunter,sekhem-85-hunter,85,,,,,,8.0,,,,,,,
base,Woodful Staff,Woodful Staff,Staff,'Hunter,woodful-staff-82-hunter,82,,,,,,8.0,,,,,,,
base,Imperial Maul,Imperial Maul,Two Handed Mace,'Hunter,imperial-maul-85-hunter,85,,,,,,8.0,,,,,,,
base,Full Plate,Full Plate,Body Armour,'Warlord,full-plate-84-warlord,84,,,,,,8.0,,,,,,,
base,Royal Bow,Royal Bow,Bow,'Hunter,royal-bow-85-hunter,85,,,,,,8.0,,,,,,,
base,Crusader Chainmail,Crusader Chainmail,Body Armour,'Warlord,crusader-chainmail-85-warlord,85,,,,,,8.0,,,,,,,
base,Ezomyte Tower Shield,Ezomyte Tower Shield,Shield,'Redeemer,ezomyte-tower-shield-84-redeemer,84,,,,,,8.0,,,,,,,
base,Thief's Garb,Thief's Garb,Body Armour,'Hunter,thiefs-garb-85-hunter,85,,,,,,8.0,,,,,,,
base,Layered Kite Shield,Layered Kite Shield,Shield,'Hunter,layered-kite-shield-85-hunter,85,,,,,,8.0,,,,,,,
base,Heathen Wand,Heathen Wand,Wand,'Hunter,heathen-wand-82-hunter,82,,,,,,8.0,,,,,,,
base,Wrist Chopper,Wrist Chopper,One Handed Axe,'Hunter,wrist-chopper-86-hunter,86,,,,,,8.0,,,,,,,
base,Painted Buckler,Painted Buckler,Shield,'Hunter,painted-buckler-84-hunter,84,,,,,,8.0,,,,,,,
base,Vaal Greatsword,Vaal Greatsword,Two Handed Sword,'Redeemer,vaal-greatsword-85-redeemer,85,,,,,,8.0,,,,,,,
base,Deerskin Gloves,Deerskin Gloves,Gloves,'Warlord,deerskin-gloves-84-warlord,84,,,,,,8.0,,,,,,,
base,Barbute Helmet,Barbute Helmet,Helmet,'Warlord,barbute-helmet-85-warlord,85,,,,,,8.0,,,,,,,
base,Bronzescale Boots,Bronzescale Boots,Boots,'Crusader,bronzescale-boots-85-crusader,85,,,,,,8.0,,,,,,,
base,Silk Robe,Silk Robe,Body Armour,'Redeemer,silk-robe-84-redeemer,84,,,,,,8.0,,,,,,,
base,Tempered Foil,Tempered Foil,One Handed Sword,'Crusader,tempered-foil-85-crusader,85,,,,,,8.0,,,,,,,
base,Yew Spirit Shield,Yew Spirit Shield,Shield,'Warlord,yew-spirit-shield-83-warlord,83,,,,,,8.0,,,,,,,
base,Lathi,Lathi,Staff,'Redeemer,lathi-82-redeemer,82,,,,,,8.0,,,,,,,
base,Brass Spirit Shield,Brass Spirit Shield,Shield,'Hunter,brass-spirit-shield-85-hunter,85,,,,,,8.0,,,,,,,
base,Boot Knife,Boot Knife,Dagger,'Redeemer,boot-knife-82-redeemer,82,,,,,,8.0,,,,,,,
base,Talon Axe,Talon Axe,Two Handed Axe,'Hunter,talon-axe-86-hunter,86,,,,,,8.0,,,,,,,
base,Ancient Spirit Shield,Ancient Spirit Shield,Shield,'Redeemer,ancient-spirit-shield-86-redeemer,86,,,,,,8.0,,,,,,,
